id,user_id,location_id,duration,start_day,end_day,start_min,end_min,weekday
3571,7,252,97.0,134,134,560,658,1
3572,7,371,720.0,134,134,692,1413,1
3573,7,252,201.0,135,135,20,221,2
3574,7,402,91.0,135,135,236,328,2
3575,7,252,337.0,135,135,339,676,2
3576,7,371,713.0,135,135,714,1428,2
3577,7,252,400.0,136,136,34,434,3
3578,7,252,38.0,136,136,441,479,3
3579,7,382,79.0,136,136,659,739,3
3580,7,387,125.0,136,136,746,871,3
3581,7,252,374.0,136,137,1439,374,3
3582,7,252,254.0,137,137,407,661,4
3583,7,252,312.0,140,140,32,344,0
3584,7,411,90.0,140,140,353,443,0
3585,7,252,203.0,140,140,451,654,0
3586,7,409,32.0,140,140,666,699,0
3587,7,252,321.0,141,141,27,348,1
3588,7,252,253.0,141,141,406,660,1
3589,7,371,674.0,141,142,795,30,1
3590,7,412,106.0,142,142,47,154,2
3591,7,5,115.0,142,142,159,275,2
3592,7,252,36.0,142,142,286,322,2
3593,7,410,113.0,142,142,348,462,2
3594,7,252,111.0,142,142,556,668,2
3595,7,371,717.0,142,142,711,1429,2
3596,7,252,2038.0,143,144,31,630,3
3597,7,371,834.0,144,145,748,142,4
3598,7,371,75.0,145,145,229,304,5
3599,7,252,498.0,147,147,169,667,0
3600,7,371,743.0,147,148,704,7,0
3601,7,252,320.0,148,148,28,349,1
3602,7,381,96.0,148,148,368,465,1
3603,7,5,53.0,148,148,483,536,1
3604,7,252,163.0,148,148,544,707,1
3605,7,252,349.0,148,149,1437,346,1
3606,7,410,101.0,149,149,376,478,2
3607,7,5,64.0,162,162,625,690,1
3608,7,371,667.0,162,162,726,1393,1
3609,7,252,405.0,163,163,8,413,2
3610,7,252,95.0,163,163,421,516,2
3611,7,252,358.0,165,165,64,422,4
3612,7,252,46.0,165,165,485,532,4
3613,7,380,178.0,165,165,586,764,4
3614,7,16,53.0,169,169,250,304,1
3615,7,252,85.0,169,169,306,391,1
3616,7,413,212.0,169,169,391,603,1
3617,7,5,45.0,169,169,614,660,1
3618,7,252,72.0,169,169,666,738,1
3619,7,393,623.0,169,169,769,1392,1
3620,7,5,47.0,170,170,3,50,2
3621,7,252,269.0,170,170,60,330,2
3622,7,410,125.0,170,170,360,486,2
3623,7,406,91.0,170,170,515,606,2
3624,7,252,54.0,170,170,619,674,2
3625,7,371,917.0,170,171,708,185,2
3626,7,381,109.0,171,171,185,295,3
3627,7,414,33.0,171,171,306,340,3
3628,7,252,245.0,171,171,362,607,3
3629,7,388,154.0,171,171,617,772,3
3630,7,374,42.0,175,175,58,101,0
3631,7,252,238.0,175,175,166,405,0
3632,7,252,65.0,175,175,538,603,0
3633,7,371,777.0,175,175,646,1424,0
3634,7,252,248.0,176,176,1,250,1
3635,7,252,33.0,176,176,449,482,1
3636,7,252,218.0,176,176,490,709,1
3637,7,371,740.0,176,177,727,27,1
3638,7,252,82.0,177,177,42,125,2
3639,7,252,170.0,177,177,163,333,2
3640,7,410,117.0,177,177,368,485,2
3641,7,252,90.0,177,177,520,610,2
3642,7,381,109.0,178,178,189,298,3
3643,7,414,63.0,178,178,312,375,3
3644,7,252,145.0,178,178,380,526,3
3645,7,5,168.0,178,178,618,787,3
3646,7,371,734.0,178,179,803,98,3
3754,8,423,64.0,0,0,630,695,3
3755,8,423,663.0,0,0,761,1424,3
3756,8,252,559.0,0,1,1439,559,3
3757,8,423,980.0,1,2,582,123,4
3758,8,423,76.0,2,2,380,457,5
3759,8,424,31.0,2,2,508,540,5
3760,8,423,1260.0,2,3,567,388,5
3761,8,425,124.0,3,3,388,512,6
3762,8,423,925.0,3,4,515,1440,6
3763,8,426,128.0,4,4,119,248,0
3764,8,423,1161.0,4,4,269,1430,0
3765,8,252,557.0,5,5,9,566,1
3766,8,423,910.0,5,6,588,59,1
3767,8,427,32.0,6,6,269,301,2
3768,8,426,117.0,6,6,348,465,2
3769,8,423,1039.0,6,7,513,113,2
3770,8,428,36.0,7,7,210,246,3
3771,8,426,45.0,7,7,335,381,3
3772,8,423,178.0,7,7,565,743,3
3773,8,423,627.0,7,8,820,7,3
3774,8,252,538.0,8,8,16,554,4
3775,8,423,814.0,8,8,586,1400,4
3776,8,423,459.0,9,9,11,471,5
3777,8,423,1192.0,9,10,746,499,5
3778,8,423,111.0,10,10,534,645,6
3779,8,423,699.0,10,11,740,1440,6
3780,8,426,65.0,11,11,39,105,0
3781,8,426,246.0,11,11,229,476,0
3782,8,252,35.0,11,11,512,547,0
3783,8,423,165.0,11,11,582,748,0
3784,8,423,643.0,11,12,802,5,0
3785,8,252,539.0,12,12,9,548,1
3786,8,423,1087.0,12,13,572,220,1
3787,8,423,1286.0,13,14,243,90,2
3788,8,429,56.0,14,14,112,169,3
3789,8,430,53.0,14,14,239,293,3
3790,8,426,57.0,14,14,549,606,3
3791,8,423,893.0,14,15,632,86,3
3792,8,426,117.0,15,15,246,363,4
3793,8,431,110.0,17,17,240,350,6
3794,8,423,478.0,17,17,382,860,6
3795,8,423,98.0,17,17,909,1008,6
3796,8,423,38.0,17,17,1014,1052,6
3797,8,426,72.0,18,18,77,149,0
3798,8,426,32.0,18,18,355,388,0
3799,8,432,44.0,18,18,430,474,0
3800,8,5,157.0,18,18,515,672,0
3801,8,423,738.0,18,18,692,1430,0
3802,8,426,69.0,19,19,18,87,1
3803,8,426,330.0,19,19,256,587,1
3804,8,433,34.0,21,21,101,136,3
3805,8,433,114.0,21,21,161,276,3
3806,8,429,46.0,21,21,276,322,3
3807,8,426,179.0,21,21,453,633,3
3808,8,5,35.0,21,21,648,683,3
3809,8,423,79.0,21,21,700,780,3
3810,8,423,630.0,21,21,806,1436,3
3811,8,426,281.0,22,22,34,316,4
3812,8,432,53.0,22,22,365,418,4
3813,8,423,1080.0,22,23,594,235,4
3814,8,432,132.0,23,23,256,388,5
3815,8,434,46.0,23,23,388,435,5
3816,8,423,62.0,23,23,551,613,5
3817,8,423,59.0,23,23,1046,1105,5
3818,8,435,56.0,23,23,1105,1162,5
3819,8,435,74.0,23,23,1167,1241,5
3820,8,423,30.0,23,23,1272,1302,5
3821,8,426,37.0,24,24,814,852,6
3822,8,423,847.0,32,32,592,1439,0
3823,8,429,113.0,33,33,33,146,1
3824,8,426,116.0,33,33,250,367,1
3825,8,432,97.0,33,33,409,507,1
3826,8,426,76.0,33,33,522,599,1
3827,8,252,104.0,33,33,624,728,1
3828,8,423,1021.0,33,34,767,348,1
3829,8,426,32.0,34,34,512,544,2
3830,8,423,33.0,34,34,621,655,2
3831,8,423,779.0,34,35,663,2,2
3832,8,426,49.0,35,35,38,87,3
3833,8,426,118.0,35,35,227,346,3
3834,8,426,98.0,35,35,497,596,3
3835,8,423,793.0,35,36,657,11,3
3836,8,426,70.0,36,36,46,117,4
3837,8,436,57.0,36,36,270,327,4
3838,8,423,1231.0,36,37,648,440,4
3839,8,155,45.0,37,37,549,594,5
3840,8,423,934.0,37,38,750,245,5
3841,8,424,54.0,38,38,274,329,6
3842,8,423,1029.0,38,39,416,5,6
3843,8,252,529.0,39,39,20,550,0
3844,8,420,838.0,39,40,602,1440,0
3845,8,426,82.0,40,40,30,112,1
3846,8,437,47.0,40,40,135,183,1
3847,8,426,94.0,40,40,273,368,1
3848,8,426,40.0,40,40,437,478,1
3849,8,432,35.0,40,40,500,535,1
3850,8,426,53.0,40,40,558,611,1
3851,8,423,97.0,40,40,670,767,1
3852,8,423,629.0,40,40,809,1438,1
3853,8,426,47.0,41,41,28,75,2
3854,8,438,216.0,41,41,98,314,2
3855,8,426,118.0,41,41,402,520,2
3856,8,423,1360.0,41,42,608,528,2
3857,8,439,36.0,42,42,558,595,3
3858,8,423,762.0,42,43,689,11,3
3859,8,436,43.0,43,43,229,272,4
3860,8,440,39.0,43,43,299,339,4
3861,8,426,52.0,43,43,539,592,4
3862,8,423,1017.0,43,44,676,254,4
3863,8,423,124.0,44,44,331,455,5
3864,8,423,1433.0,44,45,486,480,5
3865,8,423,782.0,45,46,687,30,6
3866,8,426,140.0,46,46,194,334,0
3867,8,424,38.0,46,46,679,718,0
3868,8,423,1312.0,46,47,756,629,0
3869,8,423,763.0,47,47,676,1439,1
3870,8,426,66.0,48,48,30,96,2
3871,8,437,36.0,48,48,121,158,2
3872,8,426,55.0,48,48,212,267,2
3873,8,426,63.0,48,48,342,405,2
3874,8,432,35.0,48,48,424,459,2
3875,8,423,52.0,48,48,489,542,2
3876,8,423,629.0,49,50,815,4,3
3877,8,426,57.0,50,50,31,88,4
3878,8,423,44.0,50,50,258,302,4
3879,8,426,1099.0,50,51,507,167,4
3880,8,423,61.0,51,51,195,256,5
3881,8,423,1225.0,51,52,460,245,5
3882,8,423,30.0,52,52,439,469,6
3883,8,441,92.0,52,52,492,585,6
3884,8,423,748.0,52,53,699,8,6
3885,8,426,79.0,53,53,55,134,0
3886,8,426,48.0,53,53,243,291,0
3887,8,426,72.0,53,53,321,393,0
3888,8,426,52.0,53,53,532,585,0
3889,8,423,122.0,53,53,651,773,0
3890,8,423,604.0,53,53,827,1432,0
3891,8,426,95.0,54,54,37,132,1
3892,8,428,38.0,54,54,243,281,1
3893,8,426,47.0,54,54,293,341,1
3894,8,426,110.0,54,54,442,553,1
3895,8,423,766.0,54,55,691,17,1
3896,8,426,87.0,55,55,217,304,2
3897,8,426,96.0,55,55,541,637,2
3898,8,426,44.0,57,57,36,80,4
3899,8,438,42.0,57,57,160,202,4
3900,8,426,30.0,57,57,343,373,4
3901,8,423,759.0,58,59,824,144,5
3902,8,423,102.0,59,59,173,275,6
3903,8,442,53.0,59,59,314,368,6
3904,8,5,103.0,59,59,538,641,6
3905,8,443,44.0,59,59,642,686,6
3906,8,426,127.0,67,67,34,162,0
3907,8,423,42.0,67,67,185,227,0
3908,8,426,43.0,67,67,559,602,0
3909,8,423,775.0,67,67,657,1432,0
3910,8,426,119.0,68,68,33,153,1
3911,8,426,175.0,68,68,515,691,1
3912,8,423,708.0,68,68,721,1430,1
3913,8,423,66.0,69,69,22,89,2
3914,8,426,35.0,69,69,298,334,2
3915,8,426,44.0,69,69,362,406,2
3916,8,426,143.0,69,69,495,638,2
3917,8,426,153.0,69,69,647,801,2
3918,8,423,624.0,69,70,818,3,2
3919,8,426,121.0,70,70,35,156,3
3920,8,424,48.0,70,70,198,247,3
3921,8,426,42.0,70,70,329,372,3
3922,8,439,64.0,70,70,519,584,3
3923,8,423,41.0,70,70,778,819,3
3924,8,423,696.0,70,71,867,124,3
3925,8,444,193.0,71,71,177,371,4
3926,8,426,313.0,71,71,399,713,4
3927,8,423,52.0,71,71,740,792,4
3928,8,423,1016.0,71,72,836,412,4
3929,8,445,107.0,72,72,487,594,5
3930,8,443,34.0,72,72,687,722,5
3931,8,423,1007.0,72,73,739,307,5
3932,8,426,48.0,73,73,324,372,6
3933,8,423,395.0,73,74,1048,4,6
3934,8,432,169.0,74,74,95,264,0
3935,8,423,83.0,74,74,279,362,0
3936,8,426,45.0,74,74,552,598,0
3937,8,423,102.0,74,74,665,767,0
3938,8,442,55.0,74,74,775,831,0
3939,8,423,600.0,74,75,845,6,0
3940,8,426,99.0,75,75,51,151,1
3941,8,426,136.0,75,75,450,587,1
3942,8,423,767.0,75,76,693,20,1
3943,8,426,86.0,76,76,47,134,2
3944,8,437,42.0,76,76,167,210,2
3945,8,426,65.0,76,76,489,554,2
3946,8,423,574.0,76,77,873,8,2
3947,8,252,619.0,77,77,22,641,3
3948,8,446,41.0,77,77,658,700,3
3949,8,423,1015.0,77,78,705,281,3
3950,8,423,143.0,78,78,479,622,4
3951,8,423,30.0,78,78,657,687,4
3952,8,443,44.0,79,79,586,630,5
3953,8,423,769.0,79,80,757,87,5
3954,8,423,326.0,80,80,91,417,6
3955,8,424,51.0,80,80,453,504,6
3956,8,423,887.0,80,80,549,1436,6
3957,8,429,118.0,81,81,33,151,0
3958,8,447,55.0,81,81,177,232,0
3959,8,426,144.0,81,81,296,440,0
3960,8,426,34.0,81,81,588,622,0
3961,8,423,544.0,81,82,904,9,0
3962,8,426,50.0,82,82,40,90,1
3963,8,430,49.0,82,82,175,225,1
3964,8,426,174.0,82,82,243,418,1
3965,8,432,46.0,82,82,465,511,1
3966,8,423,907.0,82,83,535,3,1
3967,8,426,68.0,83,83,32,101,2
3968,8,426,140.0,83,83,294,435,2
3969,8,423,910.0,83,84,529,1440,2
3970,8,426,122.0,84,84,27,150,3
3971,8,426,105.0,84,84,485,591,3
3972,8,423,31.0,84,84,878,909,3
3973,8,448,204.0,86,86,326,531,5
3974,8,449,46.0,86,86,546,593,5
3975,8,450,1331.0,86,87,822,714,5
3976,8,450,669.0,87,87,727,1397,6
3977,8,450,277.0,87,88,1429,267,6
3978,8,450,328.0,88,88,363,692,0
3979,8,448,713.0,88,88,717,1431,0
3980,8,450,126.0,89,89,10,137,1
3981,8,451,795.0,89,89,623,1418,1
3982,8,448,113.0,90,90,0,114,2
3983,8,450,1045.0,90,91,536,142,2
3984,8,450,948.0,91,92,662,171,3
3985,8,448,1206.0,92,93,337,104,4
3986,8,451,30.0,93,93,353,383,5
3987,8,423,815.0,93,94,634,9,5
3988,8,5,264.0,94,94,342,607,6
3989,8,423,816.0,94,95,625,2,6
3990,8,5,550.0,95,95,17,567,0
3991,8,426,75.0,96,96,35,110,1
3992,8,438,40.0,96,96,315,356,1
3993,8,426,162.0,96,96,371,533,1
3994,8,423,882.0,96,97,570,12,1
3995,8,426,411.0,97,97,43,455,2
3996,8,423,904.0,97,98,567,31,2
3997,8,426,41.0,98,98,46,88,3
3998,8,423,862.0,98,99,582,4,3
3999,8,426,81.0,99,99,27,108,4
4000,8,426,64.0,99,99,242,307,4
4001,8,423,1433.0,99,100,575,568,4
4002,8,452,30.0,100,100,619,650,5
4003,8,452,64.0,100,100,661,726,5
4004,8,423,1134.0,100,101,750,445,5
4005,8,424,38.0,101,101,496,534,6
4006,8,252,61.0,103,103,6,68,1
4007,8,426,39.0,103,103,78,118,1
4008,8,423,962.0,103,104,551,73,1
4009,8,440,41.0,104,104,143,185,2
4010,8,426,69.0,104,104,302,372,2
4011,8,423,575.0,104,104,705,1281,2
4012,8,426,36.0,105,105,533,570,3
4013,8,453,89.0,106,106,81,171,4
4014,8,426,37.0,106,106,213,251,4
4015,8,454,325.0,106,106,275,601,4
4016,8,423,1111.0,106,107,798,470,4
4017,8,423,1047.0,107,108,524,131,5
4018,8,252,94.0,108,108,144,238,6
4019,8,432,81.0,108,108,270,352,6
4020,8,423,901.0,108,108,532,1434,6
4021,8,252,725.0,109,109,15,740,0
4022,8,423,46.0,109,109,758,805,0
4023,8,423,603.0,109,110,849,13,0
4024,8,426,223.0,110,110,49,273,1
4025,8,426,43.0,110,110,346,390,1
4026,8,455,43.0,110,110,417,460,1
4027,8,426,81.0,110,110,495,577,1
4028,8,423,813.0,110,111,632,6,1
4029,8,152,60.0,111,111,124,184,2
4030,8,426,40.0,111,111,202,242,2
4031,8,456,54.0,111,111,243,297,2
4032,8,426,342.0,111,111,297,639,2
4033,8,423,740.0,111,112,701,1,2
4034,8,426,103.0,112,112,61,164,3
4035,8,426,80.0,112,112,481,562,3
4036,8,423,739.0,112,113,705,4,3
4037,8,426,63.0,113,113,42,106,4
4038,8,430,31.0,113,113,159,190,4
4039,8,426,74.0,113,113,202,277,4
4040,8,457,57.0,113,113,299,356,4
4041,8,432,31.0,113,113,464,495,4
4042,8,423,1079.0,113,114,615,254,4
4043,8,458,41.0,114,114,313,354,5
4044,8,423,1297.0,114,115,406,263,5
4045,8,424,59.0,115,115,285,345,6
4046,8,425,86.0,115,115,416,502,6
4047,8,423,1227.0,115,116,504,292,6
4048,8,458,108.0,116,116,349,458,0
4049,8,438,80.0,116,116,458,538,0
4050,8,423,236.0,116,116,592,829,0
4051,8,423,32.0,116,116,830,862,0
4052,8,423,62.0,116,116,875,937,0
4053,8,423,40.0,116,116,1036,1077,0
4054,8,459,183.0,116,116,1108,1291,0
4055,8,423,57.0,116,116,1310,1367,0
4056,8,460,68.0,116,117,1383,11,0
4057,8,426,62.0,117,117,43,105,1
4058,8,426,213.0,117,117,233,446,1
4059,8,426,122.0,117,117,500,622,1
4060,8,178,478.0,117,117,630,1108,1
4061,8,423,322.0,117,118,1117,1440,1
4062,8,426,38.0,118,118,154,192,2
4063,8,426,112.0,118,118,202,314,2
4064,8,427,32.0,118,118,367,400,2
4065,8,426,83.0,118,118,600,683,2
4066,8,423,50.0,118,118,703,753,2
4067,8,423,759.0,126,127,686,6,3
4068,8,426,132.0,127,127,37,170,4
4069,8,426,66.0,127,127,217,283,4
4070,8,252,65.0,127,127,574,640,4
4071,8,461,1460.0,127,128,693,713,4
4072,8,423,45.0,128,128,717,763,5
4073,8,461,990.0,128,129,763,313,5
4074,8,424,42.0,129,129,367,409,6
4075,8,423,35.0,129,129,463,498,6
4076,8,461,945.0,129,130,498,4,6
4077,8,426,41.0,130,130,46,87,0
4078,8,426,176.0,130,130,111,287,0
4079,8,426,158.0,130,130,428,587,0
4080,8,426,60.0,132,132,95,156,2
4081,8,426,218.0,132,132,197,415,2
4082,8,252,43.0,132,132,509,553,2
4083,8,461,878.0,132,133,571,10,2
4084,8,252,1433.0,133,134,30,24,3
4085,8,426,79.0,134,134,74,153,4
4086,8,427,37.0,134,134,342,379,4
4087,8,426,143.0,134,134,450,594,4
4088,8,461,898.0,134,135,661,119,4
4089,8,461,1332.0,135,136,172,64,5
4090,8,461,186.0,136,136,165,351,6
4091,8,424,71.0,136,136,361,433,6
4092,8,461,841.0,136,137,603,5,6
4093,8,426,117.0,137,137,38,156,0
4094,8,426,42.0,137,137,250,293,0
4095,8,461,79.0,137,137,652,732,0
4096,8,426,103.0,139,139,249,352,2
4097,8,416,271.0,140,140,33,304,3
4098,8,5,236.0,140,140,320,557,3
4099,8,252,162.0,140,140,602,764,3
4100,8,462,678.0,140,141,771,9,3
4101,8,426,584.0,141,141,131,715,4
4102,8,423,1365.0,142,143,394,320,5
4103,8,463,56.0,143,143,400,457,6
4104,8,461,58.0,143,143,570,629,6
4105,8,426,98.0,144,144,46,145,0
4106,8,426,119.0,144,144,220,339,0
4107,8,464,44.0,144,144,414,458,0
4108,8,461,360.0,144,144,921,1281,0
4109,8,449,224.0,145,145,97,322,1
4110,8,448,301.0,145,145,455,757,1
4111,8,461,538.0,145,146,908,7,1
4112,8,426,39.0,146,146,44,83,2
4113,8,447,31.0,146,146,102,134,2
4114,8,426,46.0,146,146,188,235,2
4115,8,465,39.0,146,146,242,281,2
4116,8,426,134.0,146,146,286,420,2
4117,8,426,46.0,146,146,432,479,2
4118,8,465,34.0,146,146,488,522,2
4119,8,466,43.0,146,146,534,578,2
4120,8,461,114.0,146,146,596,710,2
4121,8,467,684.0,146,147,760,4,2
4122,8,252,666.0,147,147,27,694,3
4123,8,462,760.0,147,148,704,25,3
4124,8,426,59.0,148,148,46,106,4
4125,8,426,66.0,148,148,230,296,4
4126,8,426,347.0,148,148,394,741,4
4127,8,468,892.0,148,149,805,258,4
4128,8,461,1201.0,149,150,417,178,5
4129,8,424,64.0,150,150,205,269,6
4130,8,464,180.0,150,150,313,494,6
4131,8,461,858.0,150,150,575,1433,6
4132,8,426,52.0,151,151,35,87,0
4133,8,426,30.0,151,151,90,121,0
4134,8,426,117.0,151,151,264,381,0
4135,8,426,128.0,151,151,490,618,0
4136,8,461,30.0,151,151,654,684,0
4137,8,426,67.0,153,153,536,604,2
4138,8,461,754.0,153,153,679,1433,2
4139,8,426,126.0,154,154,31,158,3
4140,8,426,82.0,154,154,278,360,3
4141,8,461,730.0,154,155,710,1440,3
4142,8,426,35.0,155,155,45,81,4
4143,8,426,35.0,155,155,105,141,4
4144,8,440,48.0,155,155,223,271,4
4145,8,426,58.0,155,155,464,522,4
4146,8,461,199.0,155,155,595,795,4
4147,8,403,30.0,155,155,822,852,4
4148,8,424,108.0,156,156,184,292,5
4149,8,464,42.0,156,156,375,417,5
4150,8,431,96.0,156,156,422,519,5
4151,8,461,1206.0,156,157,563,330,5
4152,8,461,128.0,157,157,360,488,6
4153,8,5,152.0,157,157,500,653,6
4154,8,461,1104.0,157,158,701,366,6
4155,8,461,767.0,158,158,644,1412,0
4156,8,252,753.0,158,159,1435,749,0
4157,8,461,653.0,159,159,773,1427,1
4158,8,426,78.0,160,160,25,103,2
4159,8,427,35.0,160,160,145,180,2
4160,8,469,62.0,160,160,475,538,2
4161,8,252,40.0,160,160,781,821,2
4162,8,461,599.0,160,160,834,1433,2
4163,8,426,88.0,161,161,34,122,3
4164,8,426,102.0,161,161,247,350,3
4165,8,426,69.0,161,161,506,576,3
4166,8,461,95.0,161,161,761,856,3
4167,8,461,541.0,161,161,884,1425,3
4168,8,426,64.0,162,162,21,85,4
4169,8,426,129.0,162,162,218,347,4
4170,8,457,32.0,162,162,367,400,4
4171,8,426,350.0,162,162,424,775,4
4172,8,461,645.0,162,163,798,3,4
4173,8,464,34.0,163,163,603,638,5
4174,8,461,901.0,163,164,646,107,5
4175,8,252,226.0,164,164,118,345,6
4176,8,424,52.0,164,164,391,444,6
4177,8,252,170.0,164,164,639,810,6
4178,8,423,32.0,164,164,828,861,6
4179,8,461,575.0,164,165,864,1440,6
4180,8,426,64.0,165,165,42,107,0
4181,8,426,41.0,165,165,205,246,0
4182,8,427,47.0,165,165,369,416,0
4183,8,426,275.0,165,165,514,789,0
4184,8,252,69.0,165,165,826,896,0
4185,8,426,104.0,166,166,41,146,1
4186,8,426,220.0,166,166,177,397,1
4187,8,426,93.0,166,166,492,585,1
4188,8,440,150.0,168,168,87,237,3
4189,8,440,76.0,168,168,306,382,3
4190,8,440,44.0,168,168,398,443,3
4191,8,440,36.0,168,168,469,505,3
4192,8,440,51.0,168,168,516,568,3
4193,8,461,747.0,168,168,681,1429,3
4194,8,426,85.0,169,169,31,116,4
4195,8,426,83.0,169,169,240,324,4
4196,8,440,88.0,169,169,433,521,4
4197,8,461,31.0,169,169,566,597,4
4198,8,252,49.0,170,170,126,175,5
4199,8,461,266.0,170,170,260,526,5
4200,8,468,31.0,170,170,570,601,5
4201,8,461,902.0,170,171,601,64,5
4202,8,252,63.0,171,171,72,135,6
4203,8,424,59.0,171,171,191,251,6
4204,8,466,51.0,171,171,279,330,6
4205,8,464,194.0,171,171,392,587,6
4206,8,461,194.0,171,171,592,786,6
4207,8,461,603.0,171,172,837,1440,6
4208,8,426,56.0,172,172,33,90,0
4209,8,426,68.0,172,172,238,306,0
4210,8,466,87.0,172,172,355,442,0
4211,8,426,33.0,172,172,543,577,0
4212,8,461,41.0,172,172,628,669,0
4213,8,461,714.0,172,172,723,1437,0
4214,8,426,103.0,173,173,37,141,1
4215,8,440,62.0,173,173,170,233,1
4216,8,428,39.0,173,173,302,341,1
4217,8,426,131.0,173,173,459,590,1
4218,8,461,785.0,173,173,644,1429,1
4219,8,252,478.0,174,174,9,488,2
4220,8,470,158.0,195,195,606,764,2
4221,8,470,639.0,195,195,771,1410,2
4222,8,252,553.0,195,196,1435,549,2
4223,8,423,36.0,196,196,632,669,3
4224,8,435,53.0,196,196,669,722,3
4225,8,461,847.0,196,197,722,130,3
4226,8,426,208.0,197,197,375,583,4
4227,8,461,841.0,197,198,661,62,4
4228,8,252,114.0,198,198,76,190,5
4229,8,388,30.0,198,198,298,328,5
4230,8,5,85.0,198,198,328,414,5
4231,8,461,1003.0,198,199,657,221,5
4232,8,177,44.0,199,199,359,403,6
4233,8,461,47.0,199,199,446,493,6
4234,8,461,199.0,199,199,675,874,6
4235,8,461,89.0,199,199,876,966,6
4236,8,459,45.0,199,199,1138,1183,6
4237,8,426,33.0,201,201,73,107,1
4238,8,426,119.0,201,201,260,380,1
4239,8,471,30.0,201,201,502,533,1
4240,8,426,64.0,203,203,248,313,3
4241,8,426,54.0,203,203,395,450,3
4242,8,472,41.0,203,203,469,511,3
4243,8,467,848.0,203,203,575,1423,3
4244,8,426,300.0,204,204,5,305,4
4245,8,427,34.0,204,204,345,379,4
4246,8,473,40.0,204,204,478,518,4
4247,8,461,678.0,204,205,906,145,4
4248,8,424,68.0,205,205,199,267,5
4249,8,461,121.0,205,205,344,466,5
4250,8,375,52.0,205,205,478,531,5
4251,8,461,319.0,205,205,650,970,5
4252,8,459,83.0,205,205,970,1053,5
4253,8,461,914.0,205,206,1080,554,5
4254,8,461,554.0,206,206,849,1404,6
4255,8,426,122.0,207,207,7,130,0
4256,8,461,1194.0,207,208,558,313,0
4257,8,474,54.0,210,210,178,232,3
4258,8,461,67.0,212,212,373,441,5
4259,8,424,68.0,212,212,460,529,5
4260,8,461,56.0,212,212,586,642,5
4261,8,461,765.0,212,213,694,19,5
4262,8,426,85.0,213,213,47,132,6
4263,8,426,81.0,213,213,236,318,6
4264,8,426,90.0,213,213,372,463,6
4265,8,447,39.0,213,213,484,524,6
4266,8,426,52.0,213,213,548,600,6
4267,8,461,785.0,213,214,662,8,6
4268,8,426,95.0,214,214,34,129,0
4269,8,426,215.0,214,214,195,410,0
4270,8,426,32.0,214,214,521,554,0
4271,8,461,775.0,214,214,656,1432,0
4272,8,252,782.0,215,215,8,791,1
4273,8,426,41.0,217,217,17,59,3
4274,8,426,89.0,217,217,245,334,3
4275,8,475,31.0,217,217,342,374,3
4276,8,252,96.0,217,217,590,687,3
4277,8,461,699.0,217,217,702,1402,3
4278,8,426,276.0,218,218,5,282,4
4279,8,426,198.0,218,218,438,636,4
4280,8,252,270.0,218,218,655,926,4
4281,8,461,479.0,218,218,936,1416,4
4282,8,252,156.0,218,219,1429,146,4
4283,8,461,375.0,219,219,165,541,5
4284,8,461,992.0,219,220,579,132,5
4285,8,424,58.0,220,220,174,233,6
4286,8,461,1090.0,220,220,336,1426,6
4287,8,426,70.0,221,221,39,110,0
4288,8,426,115.0,221,221,355,471,0
4289,8,461,87.0,221,221,635,723,0
4290,8,252,74.0,221,221,734,808,0
4291,8,403,32.0,221,221,811,844,0
4292,8,461,545.0,221,221,865,1410,0
4293,8,426,80.0,222,222,7,87,1
4294,8,426,41.0,222,222,128,170,1
4295,8,453,70.0,222,222,186,257,1
4296,8,426,157.0,222,222,280,437,1
4297,8,252,82.0,222,222,755,837,1
4298,8,461,541.0,222,222,877,1419,1
4299,8,252,841.0,222,223,1430,832,1
4300,8,461,532.0,223,223,873,1406,2
4301,8,426,130.0,224,224,9,140,3
4302,8,426,141.0,224,224,223,365,3
4303,8,461,837.0,224,224,587,1424,3
4304,8,426,171.0,225,225,19,191,4
4305,8,471,88.0,225,225,213,301,4
4306,8,440,83.0,225,225,324,407,4
4307,8,426,210.0,225,225,504,714,4
4308,8,461,50.0,225,225,736,786,4
4309,8,461,627.0,225,226,878,65,4
4310,8,252,85.0,226,226,101,186,5
4311,8,461,71.0,226,226,367,438,5
4312,8,424,102.0,226,226,475,577,5
4313,8,461,233.0,226,226,650,884,5
4314,8,403,30.0,226,226,886,917,5
4315,8,461,446.0,226,226,951,1397,5
4316,8,252,31.0,226,226,1406,1437,5
4317,8,461,481.0,227,227,11,493,6
4318,8,461,683.0,227,227,730,1413,6
4319,8,426,141.0,228,228,14,156,0
4320,8,426,62.0,228,228,243,306,0
4321,8,461,893.0,228,228,525,1419,0
4322,8,426,60.0,229,229,26,86,1
4323,8,426,173.0,229,229,186,359,1
4324,8,426,135.0,229,229,445,581,1
4325,8,461,129.0,229,229,608,738,1
4326,8,461,354.0,229,229,782,1137,1
4327,8,461,1036.0,229,230,1196,792,1
4328,8,403,31.0,230,230,807,838,2
4329,8,467,579.0,230,230,851,1431,2
4330,8,426,87.0,231,231,33,121,3
4331,8,426,180.0,231,231,200,381,3
4332,8,252,105.0,231,231,613,719,3
4333,8,461,702.0,231,231,733,1436,3
4334,8,426,97.0,232,232,32,130,4
4335,8,426,131.0,232,232,205,337,4
